"State","Year","mortality"
"WA","2018",119.565357142857
"WA","2019",119.675714285714
"WI","1999",214.907936507937
"WI","2000",202.437830687831
"WI","2001",199.344444444444
"WI","2002",191.913756613757
"WI","2003",178.906084656085
"WI","2004",169.251322751323
"WI","2005",160.636772486772
"WI","2006",150.646031746032
"WI","2007",143.10291005291
"WI","2008",139.387830687831
"WI","2009",129.958465608466
"WI","2010",131.660317460317
"WI","2011",127.074603174603
"WI","2012",121.506084656085
"WI","2013",120.372486772487
"WI","2014",116.903174603175
"WI","2015",118.513227513228
"WI","2016",114.134656084656
"WI","2017",113.238888888889
"WI","2018",111.044973544974
"WI","2019",109.790211640212
"WV","1999",233.267346938776
"WV","2000",229.047346938776
"WV","2001",220.604081632653
"WV","2002",220.850612244898
"WV","2003",214.554693877551
"WV","2004",201.43387755102
"WV","2005",189.802857142857
"WV","2006",176.090204081633
"WV","2007",170.77306122449
"WV","2008",169.962448979592
"WV","2009",163.388571428571
"WV","2010",162.827346938776
"WV","2011",157.482040816327
"WV","2012",157.508571428571
"WV","2013",149.580408163265
"WV","2014",147.888979591837
"WV","2015",148.034285714286
"WV","2016",146.137551020408
"WV","2017",143.36612244898
"WV","2018",139.47306122449
"WV","2019",136.090612244898
"WY","1999",201.571296296296
"WY","2000",202.449074074074
"WY","2001",198.036111111111
"WY","2002",194.897222222222
"WY","2003",180.25462962963
"WY","2004",163.39537037037
"WY","2005",159.441666666667
"WY","2006",147.936111111111
"WY","2007",143.402777777778
"WY","2008",140.161111111111
"WY","2009",133.789814814815
"WY","2010",131.123148148148
"WY","2011",125.287962962963
"WY","2012",120.117592592593
"WY","2013",120.3
"WY","2014",116.650925925926
"WY","2015",116.198148148148
"WY","2016",113.497222222222
"WY","2017",113.964814814815
"WY","2018",108.455555555556
"WY","2019",105.55
